id,titolo_breve,production_id,dcTitle,from,to,datetext,luogo_nome,luogo_id,edificio_nome,edificio_id,composizione_nome,composizione_id,fullpath
63570,Il Barone di Münchausen,,Il Barone di Münchausen,1979-02-01,1979-02-01,01/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/01-02-1979 Il Barone di Münchausen (63570)
63571,Il Barone di Münchausen,,Il Barone di Münchausen,1979-02-01,1979-02-01,01/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/01-02-1979 Il Barone di Münchausen (63571)
63572,Il Mago di Oz,,Il Mago di Oz,1979-02-05,1979-02-05,05/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/05-02-1979 Il Mago di Oz (63572)
63573,Il Mago di Oz,,Il Mago di Oz,1979-02-05,1979-02-05,05/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/05-02-1979 Il Mago di Oz (63573)
63574,Il Mago di Oz,,Il Mago di Oz,1979-02-06,1979-02-06,06/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/06-02-1979 Il Mago di Oz (63574)
63575,Il Mago di Oz,,Il Mago di Oz,1979-02-06,1979-02-06,06/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/06-02-1979 Il Mago di Oz (63575)
63576,Il Mago di Oz,,Il Mago di Oz,1979-02-07,1979-02-07,07/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/07-02-1979 Il Mago di Oz (63576)
63577,Huntin il re del bosco,,Huntin il re del bosco,1979-02-08,1979-02-08,08/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/08-02-1979 Huntin il re del bosco (63577)
63578,Huntin il re del bosco,,Huntin il re del bosco,1979-02-08,1979-02-08,08/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/08-02-1979 Huntin il re del bosco (63578)
63579,Huntin il re del bosco,,Huntin il re del bosco,1979-02-09,1979-02-09,09/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/09-02-1979 Huntin il re del bosco (63579)
63580,Huntin il re del bosco,,Huntin il re del bosco,1979-02-09,1979-02-09,09/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/09-02-1979 Huntin il re del bosco (63580)
63581,Huntin il re del bosco,,Huntin il re del bosco,1979-02-10,1979-02-10,10/02/1979,Reggio Emilia,1911,Ridotto del Teatro Municipale,8976,,,/Recite/10-02-1979 Huntin il re del bosco (63581)
63582,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-02-28,1979-02-28,28/02/1979,,,,,,,/Recite/28-02-1979 Vita morte e miracoli di Jeppe Zucca contadino (63582)
63583,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-01,1979-03-01,01/03/1979,,,,,,,/Recite/01-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63583)
63584,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-02,1979-03-02,02/03/1979,,,,,,,/Recite/02-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63584)
63585,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-03,1979-03-03,03/03/1979,,,,,,,/Recite/03-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63585)
63586,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-05,1979-03-05,05/03/1979,,,,,,,/Recite/05-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63586)
63587,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-06,1979-03-06,06/03/1979,,,,,,,/Recite/06-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63587)
63588,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-07,1979-03-07,07/03/1979,,,,,,,/Recite/07-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63588)
63589,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-08,1979-03-08,08/03/1979,,,,,,,/Recite/08-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63589)
63590,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-09,1979-03-09,09/03/1979,,,,,,,/Recite/09-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63590)
63591,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-10,1979-03-10,10/03/1979,,,,,,,/Recite/10-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63591)
63592,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-12,1979-03-12,12/03/1979,,,,,,,/Recite/12-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63592)
63593,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-13,1979-03-13,13/03/1979,,,,,,,/Recite/13-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63593)
63594,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-14,1979-03-14,14/03/1979,,,,,,,/Recite/14-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63594)
63595,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-15,1979-03-15,15/03/1979,,,,,,,/Recite/15-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63595)
63596,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-16,1979-03-16,16/03/1979,,,,,,,/Recite/16-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63596)
63597,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-17,1979-03-17,17/03/1979,,,,,,,/Recite/17-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63597)
63598,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-19,1979-03-19,19/03/1979,,,,,,,/Recite/19-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63598)
63599,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-20,1979-03-20,20/03/1979,,,,,,,/Recite/20-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63599)
63600,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-21,1979-03-21,21/03/1979,,,,,,,/Recite/21-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63600)
63601,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-22,1979-03-22,22/03/1979,,,,,,,/Recite/22-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63601)
63602,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-23,1979-03-23,23/03/1979,,,,,,,/Recite/23-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63602)
63603,Vita morte e miracoli di Jeppe Zucca contadino,,Vita morte e miracoli di Jeppe Zucca contadino,1979-03-24,1979-03-24,24/03/1979,,,,,,,/Recite/24-03-1979 Vita morte e miracoli di Jeppe Zucca contadino (63603)
63604,Ballet du XX siècle,,Ballet du XX siècle,1986-04-27,1986-04-27,27/04/1986,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/27-04-1986 Ballet du XX siècle (63604)
63605,Ballet du XX siècle,,Ballet du XX siècle,1986-04-27,1986-04-27,27/04/1986,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/27-04-1986 Ballet du XX siècle (63605)
63606,Jesus Christ Superstar,,Jesus Christ Superstar,2022-05-27,2022-05-27,27/05/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,Jesus Christ Superstar,72533,/Recite/27-05-2022 Jesus Christ Superstar (63606)
63607,Jesus Christ Superstar,,Jesus Christ Superstar,2022-05-28,2022-05-28,28/05/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,Jesus Christ Superstar,72533,/Recite/28-05-2022 Jesus Christ Superstar (63607)
63608,Jesus Christ Superstar,,Jesus Christ Superstar,2022-05-29,2022-05-29,29/05/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,Jesus Christ Superstar,72533,/Recite/29-05-2022 Jesus Christ Superstar (63608)
63609,"07-04-1987 Martha Graham Dance Company.
Prove aperte",,"Martha Graham Dance Company.
Prove aperte",1987-04-07,1987-04-07,07/04/1987,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,"/Recite/07-04-1987 Martha Graham Dance Company.
Prove aperte (63609)"
63610,"05-04-1987 Martha Graham Dance Company.
Prove aperte",,"Martha Graham Dance Company.
Prove aperte",1987-04-05,1987-04-05,05/04/1987,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,"/Recite/05-04-1987 Martha Graham Dance Company.
Prove aperte (63610)"
63611,Aterballetto,,Aterballetto,1994-08-07,1994-08-07,07/08/1994,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/07-08-1994 Aterballetto (63611)
63612,Aterballetto,,Aterballetto,1994-08-08,1994-08-08,08/08/1994,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/08-08-1994 Aterballetto (63612)
63613,Ballet Preljocaj & Ballet de l'Opéra National de Bordeaux,,Ballet Preljocaj & Ballet de l'Opéra National de Bordeaux,2022-09-24,2022-09-24,24/09/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/24-09-2022 Ballet Preljocaj & Ballet de l'Opéra National de Bordeaux (63613)
63614,Nederlands Dans Theater NDT 2,,Nederlands Dans Theater NDT 2,2022-10-01,2022-10-01,01/10/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/01-10-2022 Nederlands Dans Theater NDT 2 (63614)
63615,"23-10-2022 Aterballetto.
Double Side",,"Aterballetto.
Double Side",2022-10-23,2022-10-23,23/10/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,"/Recite/23-10-2022 Aterballetto.
Double Side (63615)"
63616,Mine vaganti,,Mine vaganti,2022-10-28,2022-10-28,28/10/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/28-10-2022 Mine vaganti (63616)
63617,Mine vaganti,,Mine vaganti,2022-10-29,2022-10-29,29/10/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/29-10-2022 Mine vaganti (63617)
63618,Mine vaganti,,Mine vaganti,2022-10-30,2022-10-30,30/10/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/30-10-2022 Mine vaganti (63618)
63619,La Tempesta,,La Tempesta,2022-11-08,2022-11-08,08/11/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/08-11-2022 La Tempesta (63619)
63620,Vite a scadenza,,Vite a scadenza,1995-06-21,1995-06-21,21/06/1995,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/21-06-1995 Vite a scadenza (63620)
63621,Vite a scadenza,,Vite a scadenza,1995-06-22,1995-06-22,22/06/1995,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/22-06-1995 Vite a scadenza (63621)
63622,Vite a scadenza,,Vite a scadenza,1995-06-23,1995-06-23,23/06/1995,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/23-06-1995 Vite a scadenza (63622)
63623,Aterballetto,,Aterballetto,1997-07-06,1997-07-06,06/07/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/06-07-1997 Aterballetto (63623)
63624,Ballet Cristina Hoyos,,Ballet Cristina Hoyos,1997-07-27,1997-07-27,27/07/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/27-07-1997 Ballet Cristina Hoyos (63624)
63625,Antonio Albanese. Recital,,Antonio Albanese. Recital,1997-08-03,1997-08-03,03/08/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/03-08-1997 Antonio Albanese. Recital (63625)
63626,Let's Dance,,Let's Dance,1997-07-01,1997-07-01,01/07/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/01-07-1997 Let's Dance (63626)
63627,Compagnia Balletto Classico Cosi - Stefanescu,,Compagnia Balletto Classico Cosi - Stefanescu,1997-07-10,1997-07-10,10/07/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/10-07-1997 Compagnia Balletto Classico Cosi - Stefanescu (63627)
63628,Cin Ci Là,,Cin Ci Là,1997-07-28,1997-07-28,28/07/1997,Reggio Emilia,1911,Arena I Teatri,8856,1925 Cin Ci Là,70497,/Recite/28-07-1997 Cin Ci Là (63628)
63629,Cabaret Yddish. Vademecum teatrale musicale,,Cabaret Yddish. Vademecum teatrale musicale,1997-07-24,1997-07-24,24/07/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/24-07-1997 Cabaret Yddish. Vademecum teatrale musicale (63629)
63630,Zorba il greco,,Zorba il greco,1997-07-26,1997-07-26,26/07/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/26-07-1997 Zorba il greco (63630)
63631,Anfitrione,,Anfitrione,1997-08-05,1997-08-05,05/08/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/05-08-1997 Anfitrione (63631)
63632,A.A.A. rifiuti cercasi...,,A.A.A. rifiuti cercasi...,1997-07-23,1997-07-23,23/07/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/23-07-1997 A.A.A. rifiuti cercasi... (63632)
63633,"30-07-1997 Energy Line. 
Emozioni in movimento",,"Energy Line. 
Emozioni in movimento",1997-07-30,1997-07-30,30/07/1997,Reggio Emilia,1911,Arena I Teatri,8856,,,"/Recite/30-07-1997 Energy Line. 
Emozioni in movimento (63633)"
63634,"14-07-1998 Claudio Bisio.
Ascolta un cretino",,"Claudio Bisio.
Ascolta un cretino",1998-07-14,1998-07-14,14/07/1998,Reggio Emilia,1911,Arena I Teatri,8856,,,"/Recite/14-07-1998 Claudio Bisio.
Ascolta un cretino (63634)"
63635,Les Tambours du Bronx,,Les Tambours du Bronx,1998-07-22,1998-07-22,22/07/1998,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/22-07-1998 Les Tambours du Bronx (63635)
63636,Havana Club,,Havana Club,1998-08-14,1998-08-14,14/08/1998,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/14-08-1998 Havana Club (63636)
63637,1998 Aterballetto,,Aterballetto,1998-07-02,1998-07-02,1998,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/1998 Aterballetto (63637)
63638,Supermomix,,Supermomix,1998-07-28,1998-07-28,28/07/1998,Reggio Emilia,1911,Arena I Teatri,8856,,,/Recite/28-07-1998 Supermomix (63638)
63639,"05-07-1998 Let's Dance.
Lorca, gli amori di Don Perlimplin per Belise nel giardino segreto",,"Let's Dance.
Lorca, gli amori di Don Perlimplin per Belise nel giardino segreto",1998-07-05,1998-07-05,05/07/1998,Reggio Emilia,1911,Arena I Teatri,8856,,,"/Recite/05-07-1998 Let's Dance.
Lorca, gli amori di Don Perlimplin per Belise nel giardino segreto (63639)"
63640,La vedova allegra,,La vedova allegra,1998-07-16,1998-07-16,16/07/1998,Reggio Emilia,1911,Arena I Teatri,8856,1905 Die Lustige Witwe - La vedova allegra,70195,/Recite/16-07-1998 La vedova allegra (63640)
63641,"16-07-1998 Compagnia Balletto Classico Cosi-Stefanescu.
Don Chisciotte",,"Compagnia Balletto Classico Cosi-Stefanescu.
Don Chisciotte",1998-07-16,1998-07-16,16/07/1998,Reggio Emilia,1911,Arena I Teatri,8856,,,"/Recite/16-07-1998 Compagnia Balletto Classico Cosi-Stefanescu.
Don Chisciotte (63641)"
63642,Aterballetto,,Aterballetto,2022-04-27,2022-04-27,27/04/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/27-04-2022 Aterballetto (63642)
63643,Rodarissimo,,Rodarissimo,2022-01-16,2022-01-16,16/01/2022,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/16-01-2022 Rodarissimo (63643)
63644,Il sogno di Tartaruga,,Il sogno di Tartaruga,2022-02-13,2022-02-13,13/02/2022,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/13-02-2022 Il sogno di Tartaruga (63644)
63645,"Ferdinando il toro, i fiori e il calabrone",,"Ferdinando il toro, i fiori e il calabrone",2022-03-27,2022-03-27,27/03/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,"/Recite/27-03-2022 Ferdinando il toro, i fiori e il calabrone (63645)"
63646,Il piccolo re dei fiori,,Il piccolo re dei fiori,2021-12-10,2021-12-10,10/12/2021,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/10-12-2021 Il piccolo re dei fiori (63646)
63647,Il sogno di Tartaruga,,Il sogno di Tartaruga,2022-02-14,2022-02-14,14/02/2022,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/14-02-2022 Il sogno di Tartaruga (63647)
63648,Alice nel paese delle meraviglie,,Alice nel paese delle meraviglie,2022-03-02,2022-03-02,02/03/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/02-03-2022 Alice nel paese delle meraviglie (63648)
63649,Alice nel paese delle meraviglie,,Alice nel paese delle meraviglie,2022-03-02,2022-03-02,02/03/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/02-03-2022 Alice nel paese delle meraviglie (63649)
63650,Alice nel paese delle meraviglie,,Alice nel paese delle meraviglie,2022-03-03,2022-03-03,03/03/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/03-03-2022 Alice nel paese delle meraviglie (63650)
63651,"Ferdinando il toro, i fiori e il calabrone",,"Ferdinando il toro, i fiori e il calabrone",2022-03-28,2022-03-28,28/03/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,"/Recite/28-03-2022 Ferdinando il toro, i fiori e il calabrone (63651)"
63652,Carmen sweet,,Carmen sweet,2022-03-31,2022-03-31,31/03/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/31-03-2022 Carmen sweet (63652)
63653,Carmen sweet,,Carmen sweet,2022-03-31,2022-03-31,31/03/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/31-03-2022 Carmen sweet (63653)
63654,Cajkovskij: Grandi balletti classici,,Cajkovskij: Grandi balletti classici,2022-04-21,2022-04-21,21/04/2022,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/21-04-2022 Cajkovskij: Grandi balletti classici (63654)
63655,Cajkovskij: Grandi balletti classici,,Cajkovskij: Grandi balletti classici,2022-04-22,2022-04-22,22/04/2022,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/22-04-2022 Cajkovskij: Grandi balletti classici (63655)
63656,Dolce Cenerentola,,Dolce Cenerentola,2022-05-13,2022-05-13,13/05/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,2022 Dolce Cenerentola,73575,/Recite/13-05-2022 Dolce Cenerentola (63656)
63657,Tannhäuser,,Tannhäuser,2022-11-18,2022-11-18,18/11/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,"1843 - 1845 Tannhäuser und der Sängerkrieg auf Wartburg, WWV 70",70059,/Recite/18-11-2022 Tannhäuser (63657)
63658,Tannhäuser,,Tannhäuser,2022-11-20,2022-11-20,20/11/2022,Reggio Emilia,1911,Teatro Municipale Valli,8715,"1843 - 1845 Tannhäuser und der Sängerkrieg auf Wartburg, WWV 70",70059,/Recite/20-11-2022 Tannhäuser (63658)
63659,Dolce Cenerentola,,Dolce Cenerentola,2022-05-13,2022-05-13,13/05/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,2022 Dolce Cenerentola,73575,/Recite/13-05-2022 Dolce Cenerentola (63659)
63660,Dolce Cenerentola,,Dolce Cenerentola,2022-05-14,2022-05-14,14/05/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,2022 Dolce Cenerentola,73575,/Recite/14-05-2022 Dolce Cenerentola (63660)
63661,La vita davanti a sé,,La vita davanti a sé,2022-11-15,2022-11-15,15/11/2022,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/15-11-2022 La vita davanti a sé (63661)
63662,La vita davanti a sé,,La vita davanti a sé,2022-11-16,2022-11-16,16/11/2022,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/16-11-2022 La vita davanti a sé (63662)
63663,Il delitto di via dell'Orsina,,Il delitto di via dell'Orsina,2022-12-13,2022-12-13,13/12/2022,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/13-12-2022 Il delitto di via dell'Orsina (63663)
63664,Il delitto di via dell'Orsina,,Il delitto di via dell'Orsina,2022-12-14,2022-12-14,14/12/2022,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/14-12-2022 Il delitto di via dell'Orsina (63664)
63665,"15-12-2022 Officine reggiane.
Il sogno di volare",,"Officine reggiane.
Il sogno di volare",2022-12-15,2022-12-15,15/12/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,"/Recite/15-12-2022 Officine reggiane.
Il sogno di volare (63665)"
63666,"16-12-2022 Officine reggiane.
Il sogno di volare",,"Officine reggiane.
Il sogno di volare",2022-12-16,2022-12-16,16/12/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,"/Recite/16-12-2022 Officine reggiane.
Il sogno di volare (63666)"
63667,"17-12-2022 Officine reggiane.
Il sogno di volare",,"Officine reggiane.
Il sogno di volare",2022-12-17,2022-12-17,17/12/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,"/Recite/17-12-2022 Officine reggiane.
Il sogno di volare (63667)"
63668,"18-12-2022 Officine reggiane.
Il sogno di volare",,"Officine reggiane.
Il sogno di volare",2022-12-18,2022-12-18,18/12/2022,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,"/Recite/18-12-2022 Officine reggiane.
Il sogno di volare (63668)"
63669,Pupo di zucchero,,Pupo di zucchero,2023-01-10,2023-01-10,10/01/2023,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/10-01-2023 Pupo di zucchero (63669)
63670,Pupo di zucchero,,Pupo di zucchero,2023-01-11,2023-01-11,11/01/2023,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/11-01-2023 Pupo di zucchero (63670)
63671,Samusà,,Samusà,2023-01-13,2023-01-13,13/01/2023,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/13-01-2023 Samusà (63671)
63672,Samusà,,Samusà,2023-01-14,2023-01-14,14/01/2023,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/14-01-2023 Samusà (63672)
63673,Samusà,,Samusà,2023-01-15,2023-01-15,15/01/2023,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,/Recite/15-01-2023 Samusà (63673)
63674,Sorelle,,Sorelle,2023-01-24,2023-01-24,24/01/2023,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/24-01-2023 Sorelle (63674)
63675,Sorelle,,Sorelle,2023-01-25,2023-01-25,25/01/2023,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/25-01-2023 Sorelle (63675)
63676,Sorelle,,Sorelle,2023-01-26,2023-01-26,26/01/2023,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/26-01-2023 Sorelle (63676)
63677,Sorelle,,Sorelle,2023-01-27,2023-01-27,27/01/2023,Reggio Emilia,1911,Teatro Cavallerizza,8653,,,/Recite/27-01-2023 Sorelle (63677)
63678,"17-02-2023 Balasso fa Ruzante.
(amori disperati in tempo di guerre)",,"Balasso fa Ruzante.
(amori disperati in tempo di guerre)",2023-02-17,2023-02-17,17/02/2023,Reggio Emilia,1911,Teatro Ariosto,9415,,,"/Recite/17-02-2023 Balasso fa Ruzante.
(amori disperati in tempo di guerre) (63678)"
63679,"18-02-2023 Balasso fa Ruzante.
(amori disperati in tempo di guerre)",,"Balasso fa Ruzante.
(amori disperati in tempo di guerre)",2023-02-18,2023-02-18,18/02/2023,Reggio Emilia,1911,Teatro Ariosto,9415,,,"/Recite/18-02-2023 Balasso fa Ruzante.
(amori disperati in tempo di guerre) (63679)"
63680,"19-02-2023 Balasso fa Ruzante.
(amori disperati in tempo di guerre)",,"Balasso fa Ruzante.
(amori disperati in tempo di guerre)",2023-02-19,2023-02-19,19/02/2023,Reggio Emilia,1911,Teatro Ariosto,9415,,,"/Recite/19-02-2023 Balasso fa Ruzante.
(amori disperati in tempo di guerre) (63680)"
63681,"10-02-2023 Gauthier Dance . Theaterhaus Stuttgart.
The Seven Sins",,"Gauthier Dance . Theaterhaus Stuttgart.
The Seven Sins",2023-02-10,2023-02-10,10/02/2023,Reggio Emilia,1911,Teatro Ariosto,9415,,,"/Recite/10-02-2023 Gauthier Dance . Theaterhaus Stuttgart.
The Seven Sins (63681)"
63682,"27-01-2023 Il Tamerlano 
ovvero La morte di Bajazet",,"Il Tamerlano 
ovvero La morte di Bajazet",2023-01-27,2023-01-27,27/01/2023,Reggio Emilia,1911,Teatro Municipale Valli,8715,"1735 Il Tamerlano
ovvero La morte di Bajazet (73580)",,"/Recite/27-01-2023 Il Tamerlano 
ovvero La morte di Bajazet (63682)"
63683,"29-01-2023 Il Tamerlano 
ovvero La morte di Bajazet",,"Il Tamerlano 
ovvero La morte di Bajazet",2023-01-29,2023-01-29,29/01/2023,Reggio Emilia,1911,Teatro Municipale Valli,8715,"1735 Il Tamerlano
ovvero La morte di Bajazet (73580)",,"/Recite/29-01-2023 Il Tamerlano 
ovvero La morte di Bajazet (63683)"
63684,"19-05-1982 Compagnia Balletto Classico Cosi-Stefanescu.
Coppelia",,"Compagnia Balletto Classico Cosi-Stefanescu.
Coppelia",1982-05-19,1982-05-19,19/05/1982,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,"/Recite/19-05-1982 Compagnia Balletto Classico Cosi-Stefanescu.
Coppelia (63684)"
63685,"21-05-1982 Compagnia Balletto Classico Cosi-Stefanescu.
Coppelia",,"Compagnia Balletto Classico Cosi-Stefanescu.
Coppelia",1982-05-21,1982-05-21,21/05/1982,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,"/Recite/21-05-1982 Compagnia Balletto Classico Cosi-Stefanescu.
Coppelia (63685)"
